path,filename,note,pitch_class,octave,pluck_technique,tuning_status,instance_id
intune/Csharp5/Csharp5_f_1.wav,Csharp5_f_1.wav,Csharp5,Csharp,5,finger,intune,1
intune/Csharp5/Csharp5_f_2.wav,Csharp5_f_2.wav,Csharp5,Csharp,5,finger,intune,2
intune/Csharp5/Csharp5_p_1.wav,Csharp5_p_1.wav,Csharp5,Csharp,5,pick,intune,1
intune/Csharp5/Csharp5_p_2.wav,Csharp5_p_2.wav,Csharp5,Csharp,5,pick,intune,2
intune/D2/D2_f_1.wav,D2_f_1.wav,D2,D,2,finger,intune,1
intune/D2/D2_f_2.wav,D2_f_2.wav,D2,D,2,finger,intune,2
intune/D2/D2_p_1.wav,D2_p_1.wav,D2,D,2,pick,intune,1
intune/D2/D2_p_2.wav,D2_p_2.wav,D2,D,2,pick,intune,2
intune/D3/D3_f_1.wav,D3_f_1.wav,D3,D,3,finger,intune,1
intune/D3/D3_f_2.wav,D3_f_2.wav,D3,D,3,finger,intune,2
intune/D3/D3_f_3.wav,D3_f_3.wav,D3,D,3,finger,intune,3
intune/D3/D3_p_1.wav,D3_p_1.wav,D3,D,3,pick,intune,1
intune/D3/D3_p_2.wav,D3_p_2.wav,D3,D,3,pick,intune,2
intune/D3/D3_p_3.wav,D3_p_3.wav,D3,D,3,pick,intune,3
intune/D4/D4_f_1.wav,D4_f_1.wav,D4,D,4,finger,intune,1
intune/D4/D4_f_2.wav,D4_f_2.wav,D4,D,4,finger,intune,2
intune/D4/D4_f_3.wav,D4_f_3.wav,D4,D,4,finger,intune,3
intune/D4/D4_p_1.wav,D4_p_1.wav,D4,D,4,pick,intune,1
intune/D4/D4_p_2.wav,D4_p_2.wav,D4,D,4,pick,intune,2
intune/D4/D4_p_3.wav,D4_p_3.wav,D4,D,4,pick,intune,3
intune/D5/D5_f_1.wav,D5_f_1.wav,D5,D,5,finger,intune,1
intune/D5/D5_f_2.wav,D5_f_2.wav,D5,D,5,finger,intune,2
intune/D5/D5_p_1.wav,D5_p_1.wav,D5,D,5,pick,intune,1
intune/D5/D5_p_2.wav,D5_p_2.wav,D5,D,5,pick,intune,2
intune/Dsharp2/Dsharp2_f_1.wav,Dsharp2_f_1.wav,Dsharp2,Dsharp,2,finger,intune,1
intune/Dsharp2/Dsharp2_f_2.wav,Dsharp2_f_2.wav,Dsharp2,Dsharp,2,finger,intune,2
intune/Dsharp2/Dsharp2_p_1.wav,Dsharp2_p_1.wav,Dsharp2,Dsharp,2,pick,intune,1
intune/Dsharp2/Dsharp2_p_2.wav,Dsharp2_p_2.wav,Dsharp2,Dsharp,2,pick,intune,2
intune/Dsharp3/Dsharp3_f_1.wav,Dsharp3_f_1.wav,Dsharp3,Dsharp,3,finger,intune,1
intune/Dsharp3/Dsharp3_f_2.wav,Dsharp3_f_2.wav,Dsharp3,Dsharp,3,finger,intune,2
intune/Dsharp3/Dsharp3_f_3.wav,Dsharp3_f_3.wav,Dsharp3,Dsharp,3,finger,intune,3
intune/Dsharp3/Dsharp3_p_1.wav,Dsharp3_p_1.wav,Dsharp3,Dsharp,3,pick,intune,1
intune/Dsharp3/Dsharp3_p_2.wav,Dsharp3_p_2.wav,Dsharp3,Dsharp,3,pick,intune,2
intune/Dsharp3/Dsharp3_p_3.wav,Dsharp3_p_3.wav,Dsharp3,Dsharp,3,pick,intune,3
intune/Dsharp4/Dsharp4_f_1.wav,Dsharp4_f_1.wav,Dsharp4,Dsharp,4,finger,intune,1
intune/Dsharp4/Dsharp4_f_2.wav,Dsharp4_f_2.wav,Dsharp4,Dsharp,4,finger,intune,2
intune/Dsharp4/Dsharp4_f_3.wav,Dsharp4_f_3.wav,Dsharp4,Dsharp,4,finger,intune,3
intune/Dsharp4/Dsharp4_p_1.wav,Dsharp4_p_1.wav,Dsharp4,Dsharp,4,pick,intune,1
intune/Dsharp4/Dsharp4_p_2.wav,Dsharp4_p_2.wav,Dsharp4,Dsharp,4,pick,intune,2
intune/Dsharp4/Dsharp4_p_3.wav,Dsharp4_p_3.wav,Dsharp4,Dsharp,4,pick,intune,3
intune/Dsharp5/Dsharp5_f_1.wav,Dsharp5_f_1.wav,Dsharp5,Dsharp,5,finger,intune,1
intune/Dsharp5/Dsharp5_f_2.wav,Dsharp5_f_2.wav,Dsharp5,Dsharp,5,finger,intune,2
intune/Dsharp5/Dsharp5_p_1.wav,Dsharp5_p_1.wav,Dsharp5,Dsharp,5,pick,intune,1
intune/Dsharp5/Dsharp5_p_2.wav,Dsharp5_p_2.wav,Dsharp5,Dsharp,5,pick,intune,2
intune/E2/E2_f_1.wav,E2_f_1.wav,E2,E,2,finger,intune,1
intune/E2/E2_f_2.wav,E2_f_2.wav,E2,E,2,finger,intune,2
intune/E2/E2_f_3.wav,E2_f_3.wav,E2,E,2,finger,intune,3
intune/E2/E2_p_1.wav,E2_p_1.wav,E2,E,2,pick,intune,1
intune/E2/E2_p_2.wav,E2_p_2.wav,E2,E,2,pick,intune,2
intune/E2/E2_p_3.wav,E2_p_3.wav,E2,E,2,pick,intune,3
intune/E3/E3_f_1.wav,E3_f_1.wav,E3,E,3,finger,intune,1
intune/E3/E3_f_2.wav,E3_f_2.wav,E3,E,3,finger,intune,2
intune/E3/E3_f_3.wav,E3_f_3.wav,E3,E,3,finger,intune,3
intune/E3/E3_p_1.wav,E3_p_1.wav,E3,E,3,pick,intune,1
intune/E3/E3_p_2.wav,E3_p_2.wav,E3,E,3,pick,intune,2
intune/E3/E3_p_3.wav,E3_p_3.wav,E3,E,3,pick,intune,3
intune/E4/E4_f_1.wav,E4_f_1.wav,E4,E,4,finger,intune,1
intune/E4/E4_f_2.wav,E4_f_2.wav,E4,E,4,finger,intune,2
intune/E4/E4_f_3.wav,E4_f_3.wav,E4,E,4,finger,intune,3
intune/E4/E4_f_4.wav,E4_f_4.wav,E4,E,4,finger,intune,4
intune/E4/E4_p_1.wav,E4_p_1.wav,E4,E,4,pick,intune,1
intune/E4/E4_p_2.wav,E4_p_2.wav,E4,E,4,pick,intune,2
intune/E4/E4_p_3.wav,E4_p_3.wav,E4,E,4,pick,intune,3
intune/E4/E4_p_4.wav,E4_p_4.wav,E4,E,4,pick,intune,4
intune/E5/E5_f_1.wav,E5_f_1.wav,E5,E,5,finger,intune,1
intune/E5/E5_f_2.wav,E5_f_2.wav,E5,E,5,finger,intune,2
intune/E5/E5_p_1.wav,E5_p_1.wav,E5,E,5,pick,intune,1
intune/E5/E5_p_2.wav,E5_p_2.wav,E5,E,5,pick,intune,2
intune/F2/F2_f_1.wav,F2_f_1.wav,F2,F,2,finger,intune,1
intune/F2/F2_f_2.wav,F2_f_2.wav,F2,F,2,finger,intune,2
intune/F2/F2_f_3.wav,F2_f_3.wav,F2,F,2,finger,intune,3
intune/F2/F2_p_1.wav,F2_p_1.wav,F2,F,2,pick,intune,1
intune/F2/F2_p_2.wav,F2_p_2.wav,F2,F,2,pick,intune,2
intune/F2/F2_p_3.wav,F2_p_3.wav,F2,F,2,pick,intune,3
intune/F3/F3_f_1.wav,F3_f_1.wav,F3,F,3,finger,intune,1
intune/F3/F3_f_2.wav,F3_f_2.wav,F3,F,3,finger,intune,2
intune/F3/F3_f_3.wav,F3_f_3.wav,F3,F,3,finger,intune,3
intune/F3/F3_p_1.wav,F3_p_1.wav,F3,F,3,pick,intune,1
intune/F3/F3_p_2.wav,F3_p_2.wav,F3,F,3,pick,intune,2
intune/F3/F3_p_3.wav,F3_p_3.wav,F3,F,3,pick,intune,3
intune/F4/F4_f_1.wav,F4_f_1.wav,F4,F,4,finger,intune,1
intune/F4/F4_f_2.wav,F4_f_2.wav,F4,F,4,finger,intune,2
intune/F4/F4_f_3.wav,F4_f_3.wav,F4,F,4,finger,intune,3
intune/F4/F4_f_4.wav,F4_f_4.wav,F4,F,4,finger,intune,4
intune/F4/F4_p_1.wav,F4_p_1.wav,F4,F,4,pick,intune,1
intune/F4/F4_p_2.wav,F4_p_2.wav,F4,F,4,pick,intune,2
intune/F4/F4_p_3.wav,F4_p_3.wav,F4,F,4,pick,intune,3
intune/F4/F4_p_4.wav,F4_p_4.wav,F4,F,4,pick,intune,4
intune/F5/F5_f_1.wav,F5_f_1.wav,F5,F,5,finger,intune,1
intune/F5/F5_f_2.wav,F5_f_2.wav,F5,F,5,finger,intune,2
intune/F5/F5_p_1.wav,F5_p_1.wav,F5,F,5,pick,intune,1
intune/F5/F5_p_2.wav,F5_p_2.wav,F5,F,5,pick,intune,2
intune/Fsharp2/Fsharp2_f_1.wav,Fsharp2_f_1.wav,Fsharp2,Fsharp,2,finger,intune,1
intune/Fsharp2/Fsharp2_f_2.wav,Fsharp2_f_2.wav,Fsharp2,Fsharp,2,finger,intune,2
intune/Fsharp2/Fsharp2_f_3.wav,Fsharp2_f_3.wav,Fsharp2,Fsharp,2,finger,intune,3
intune/Fsharp2/Fsharp2_p_1.wav,Fsharp2_p_1.wav,Fsharp2,Fsharp,2,pick,intune,1
intune/Fsharp2/Fsharp2_p_2.wav,Fsharp2_p_2.wav,Fsharp2,Fsharp,2,pick,intune,2
intune/Fsharp2/Fsharp2_p_3.wav,Fsharp2_p_3.wav,Fsharp2,Fsharp,2,pick,intune,3
intune/Fsharp3/Fsharp3_f_1.wav,Fsharp3_f_1.wav,Fsharp3,Fsharp,3,finger,intune,1
intune/Fsharp3/Fsharp3_f_2.wav,Fsharp3_f_2.wav,Fsharp3,Fsharp,3,finger,intune,2
intune/Fsharp3/Fsharp3_f_3.wav,Fsharp3_f_3.wav,Fsharp3,Fsharp,3,finger,intune,3
intune/Fsharp3/Fsharp3_p_1.wav,Fsharp3_p_1.wav,Fsharp3,Fsharp,3,pick,intune,1
intune/Fsharp3/Fsharp3_p_2.wav,Fsharp3_p_2.wav,Fsharp3,Fsharp,3,pick,intune,2
intune/Fsharp3/Fsharp3_p_3.wav,Fsharp3_p_3.wav,Fsharp3,Fsharp,3,pick,intune,3
intune/Fsharp4/Fsharp4_f_1.wav,Fsharp4_f_1.wav,Fsharp4,Fsharp,4,finger,intune,1
intune/Fsharp4/Fsharp4_f_2.wav,Fsharp4_f_2.wav,Fsharp4,Fsharp,4,finger,intune,2
intune/Fsharp4/Fsharp4_f_3.wav,Fsharp4_f_3.wav,Fsharp4,Fsharp,4,finger,intune,3
intune/Fsharp4/Fsharp4_p_1.wav,Fsharp4_p_1.wav,Fsharp4,Fsharp,4,pick,intune,1
intune/Fsharp4/Fsharp4_p_2.wav,Fsharp4_p_2.wav,Fsharp4,Fsharp,4,pick,intune,2
intune/Fsharp4/Fsharp4_p_3.wav,Fsharp4_p_3.wav,Fsharp4,Fsharp,4,pick,intune,3
intune/Fsharp5/Fsharp5_f_1.wav,Fsharp5_f_1.wav,Fsharp5,Fsharp,5,finger,intune,1
intune/Fsharp5/Fsharp5_f_2.wav,Fsharp5_f_2.wav,Fsharp5,Fsharp,5,finger,intune,2
intune/Fsharp5/Fsharp5_p_1.wav,Fsharp5_p_1.wav,Fsharp5,Fsharp,5,pick,intune,1
intune/Fsharp5/Fsharp5_p_2.wav,Fsharp5_p_2.wav,Fsharp5,Fsharp,5,pick,intune,2
intune/G2/G2_f_1.wav,G2_f_1.wav,G2,G,2,finger,intune,1
intune/G2/G2_f_2.wav,G2_f_2.wav,G2,G,2,finger,intune,2
intune/G2/G2_f_3.wav,G2_f_3.wav,G2,G,2,finger,intune,3
intune/G2/G2_p_1.wav,G2_p_1.wav,G2,G,2,pick,intune,1
intune/G2/G2_p_2.wav,G2_p_2.wav,G2,G,2,pick,intune,2
intune/G2/G2_p_3.wav,G2_p_3.wav,G2,G,2,pick,intune,3
intune/G3/G3_f_1.wav,G3_f_1.wav,G3,G,3,finger,intune,1
intune/G3/G3_f_2.wav,G3_f_2.wav,G3,G,3,finger,intune,2
intune/G3/G3_f_3.wav,G3_f_3.wav,G3,G,3,finger,intune,3
intune/G3/G3_f_4.wav,G3_f_4.wav,G3,G,3,finger,intune,4
intune/G3/G3_p_1.wav,G3_p_1.wav,G3,G,3,pick,intune,1
intune/G3/G3_p_2.wav,G3_p_2.wav,G3,G,3,pick,intune,2
intune/G3/G3_p_3.wav,G3_p_3.wav,G3,G,3,pick,intune,3
intune/G3/G3_p_4.wav,G3_p_4.wav,G3,G,3,pick,intune,4
intune/G4/G4_f_1.wav,G4_f_1.wav,G4,G,4,finger,intune,1
intune/G4/G4_f_2.wav,G4_f_2.wav,G4,G,4,finger,intune,2
intune/G4/G4_f_3.wav,G4_f_3.wav,G4,G,4,finger,intune,3
intune/G4/G4_p_1.wav,G4_p_1.wav,G4,G,4,pick,intune,1
intune/G4/G4_p_2.wav,G4_p_2.wav,G4,G,4,pick,intune,2
intune/G4/G4_p_3.wav,G4_p_3.wav,G4,G,4,pick,intune,3
intune/G5/G5_f_1.wav,G5_f_1.wav,G5,G,5,finger,intune,1
intune/G5/G5_f_2.wav,G5_f_2.wav,G5,G,5,finger,intune,2
intune/G5/G5_p_1.wav,G5_p_1.wav,G5,G,5,pick,intune,1
intune/G5/G5_p_2.wav,G5_p_2.wav,G5,G,5,pick,intune,2
intune/Gsharp2/Gsharp2_f_1.wav,Gsharp2_f_1.wav,Gsharp2,Gsharp,2,finger,intune,1
intune/Gsharp2/Gsharp2_f_2.wav,Gsharp2_f_2.wav,Gsharp2,Gsharp,2,finger,intune,2
intune/Gsharp2/Gsharp2_f_3.wav,Gsharp2_f_3.wav,Gsharp2,Gsharp,2,finger,intune,3
intune/Gsharp2/Gsharp2_p_1.wav,Gsharp2_p_1.wav,Gsharp2,Gsharp,2,pick,intune,1
intune/Gsharp2/Gsharp2_p_2.wav,Gsharp2_p_2.wav,Gsharp2,Gsharp,2,pick,intune,2
intune/Gsharp2/Gsharp2_p_3.wav,Gsharp2_p_3.wav,Gsharp2,Gsharp,2,pick,intune,3
intune/Gsharp3/Gsharp3_f_1.wav,Gsharp3_f_1.wav,Gsharp3,Gsharp,3,finger,intune,1
intune/Gsharp3/Gsharp3_f_2.wav,Gsharp3_f_2.wav,Gsharp3,Gsharp,3,finger,intune,2
intune/Gsharp3/Gsharp3_f_3.wav,Gsharp3_f_3.wav,Gsharp3,Gsharp,3,finger,intune,3
intune/Gsharp3/Gsharp3_f_4.wav,Gsharp3_f_4.wav,Gsharp3,Gsharp,3,finger,intune,4
intune/Gsharp3/Gsharp3_p_1.wav,Gsharp3_p_1.wav,Gsharp3,Gsharp,3,pick,intune,1
intune/Gsharp3/Gsharp3_p_2.wav,Gsharp3_p_2.wav,Gsharp3,Gsharp,3,pick,intune,2
intune/Gsharp3/Gsharp3_p_3.wav,Gsharp3_p_3.wav,Gsharp3,Gsharp,3,pick,intune,3
intune/Gsharp3/Gsharp3_p_4.wav,Gsharp3_p_4.wav,Gsharp3,Gsharp,3,pick,intune,4
intune/Gsharp4/Gsharp4_f_1.wav,Gsharp4_f_1.wav,Gsharp4,Gsharp,4,finger,intune,1
intune/Gsharp4/Gsharp4_f_2.wav,Gsharp4_f_2.wav,Gsharp4,Gsharp,4,finger,intune,2
intune/Gsharp4/Gsharp4_f_3.wav,Gsharp4_f_3.wav,Gsharp4,Gsharp,4,finger,intune,3
intune/Gsharp4/Gsharp4_f_4.wav,Gsharp4_f_4.wav,Gsharp4,Gsharp,4,finger,intune,4
intune/Gsharp4/Gsharp4_p_1.wav,Gsharp4_p_1.wav,Gsharp4,Gsharp,4,pick,intune,1
intune/Gsharp4/Gsharp4_p_2.wav,Gsharp4_p_2.wav,Gsharp4,Gsharp,4,pick,intune,2
intune/Gsharp4/Gsharp4_p_3.wav,Gsharp4_p_3.wav,Gsharp4,Gsharp,4,pick,intune,3
intune/Gsharp4/Gsharp4_p_4.wav,Gsharp4_p_4.wav,Gsharp4,Gsharp,4,pick,intune,4
intune/Gsharp5/Gsharp5_f_1.wav,Gsharp5_f_1.wav,Gsharp5,Gsharp,5,finger,intune,1
intune/Gsharp5/Gsharp5_f_2.wav,Gsharp5_f_2.wav,Gsharp5,Gsharp,5,finger,intune,2
intune/Gsharp5/Gsharp5_p_1.wav,Gsharp5_p_1.wav,Gsharp5,Gsharp,5,pick,intune,1
intune/Gsharp5/Gsharp5_p_2.wav,Gsharp5_p_2.wav,Gsharp5,Gsharp,5,pick,intune,2
detune/A2/detuned_A2_f_1.wav,detuned_A2_f_1.wav,A2,A,2,finger,detune,1
detune/A2/detuned_A2_f_2.wav,detuned_A2_f_2.wav,A2,A,2,finger,detune,2
detune/A2/detuned_A2_p_1.wav,detuned_A2_p_1.wav,A2,A,2,pick,detune,1
detune/A2/detuned_A2_p_2.wav,detuned_A2_p_2.wav,A2,A,2,pick,detune,2
detune/A3/detuned_A3_f_1.wav,detuned_A3_f_1.wav,A3,A,3,finger,detune,1
detune/A3/detuned_A3_f_2.wav,detuned_A3_f_2.wav,A3,A,3,finger,detune,2
detune/A3/detuned_A3_f_3.wav,detuned_A3_f_3.wav,A3,A,3,finger,detune,3
detune/A3/detuned_A3_p_1.wav,detuned_A3_p_1.wav,A3,A,3,pick,detune,1
detune/A3/detuned_A3_p_2.wav,detuned_A3_p_2.wav,A3,A,3,pick,detune,2
detune/A3/detuned_A3_p_3.wav,detuned_A3_p_3.wav,A3,A,3,pick,detune,3
detune/A4/detuned_A4_f_1.wav,detuned_A4_f_1.wav,A4,A,4,finger,detune,1
detune/A4/detuned_A4_f_2.wav,detuned_A4_f_2.wav,A4,A,4,finger,detune,2
detune/A4/detuned_A4_f_3.wav,detuned_A4_f_3.wav,A4,A,4,finger,detune,3
detune/A4/detuned_A4_p_1.wav,detuned_A4_p_1.wav,A4,A,4,pick,detune,1
detune/A4/detuned_A4_p_2.wav,detuned_A4_p_2.wav,A4,A,4,pick,detune,2
detune/A4/detuned_A4_p_3.wav,detuned_A4_p_3.wav,A4,A,4,pick,detune,3
detune/Asharp2/detuned_Asharp2_f_1.wav,detuned_Asharp2_f_1.wav,Asharp2,Asharp,2,finger,detune,1
detune/Asharp2/detuned_Asharp2_f_2.wav,detuned_Asharp2_f_2.wav,Asharp2,Asharp,2,finger,detune,2
detune/Asharp2/detuned_Asharp2_f_3.wav,detuned_Asharp2_f_3.wav,Asharp2,Asharp,2,finger,detune,3
detune/Asharp2/detuned_Asharp2_p_1.wav,detuned_Asharp2_p_1.wav,Asharp2,Asharp,2,pick,detune,1
detune/Asharp2/detuned_Asharp2_p_2.wav,detuned_Asharp2_p_2.wav,Asharp2,Asharp,2,pick,detune,2
detune/Asharp3/detuned_Asharp3_f_1.wav,detuned_Asharp3_f_1.wav,Asharp3,Asharp,3,finger,detune,1
detune/Asharp3/detuned_Asharp3_f_2.wav,detuned_Asharp3_f_2.wav,Asharp3,Asharp,3,finger,detune,2
detune/Asharp3/detuned_Asharp3_f_3.wav,detuned_Asharp3_f_3.wav,Asharp3,Asharp,3,finger,detune,3
detune/Asharp3/detuned_Asharp3_p_1.wav,detuned_Asharp3_p_1.wav,Asharp3,Asharp,3,pick,detune,1
detune/Asharp3/detuned_Asharp3_p_2.wav,detuned_Asharp3_p_2.wav,Asharp3,Asharp,3,pick,detune,2
detune/Asharp3/detuned_Asharp3_p_3.wav,detuned_Asharp3_p_3.wav,Asharp3,Asharp,3,pick,detune,3
detune/Asharp4/detuned_Asharp4_f_1.wav,detuned_Asharp4_f_1.wav,Asharp4,Asharp,4,finger,detune,1
detune/Asharp4/detuned_Asharp4_f_2.wav,detuned_Asharp4_f_2.wav,Asharp4,Asharp,4,finger,detune,2
detune/Asharp4/detuned_Asharp4_f_3.wav,detuned_Asharp4_f_3.wav,Asharp4,Asharp,4,finger,detune,3
detune/Asharp4/detuned_Asharp4_p_1.wav,detuned_Asharp4_p_1.wav,Asharp4,Asharp,4,pick,detune,1
detune/Asharp4/detuned_Asharp4_p_2.wav,detuned_Asharp4_p_2.wav,Asharp4,Asharp,4,pick,detune,2
detune/Asharp4/detuned_Asharp4_p_3.wav,detuned_Asharp4_p_3.wav,Asharp4,Asharp,4,pick,detune,3
detune/B2/detuned_B2_f_1.wav,detuned_B2_f_1.wav,B2,B,2,finger,detune,1
detune/B2/detuned_B2_f_2.wav,detuned_B2_f_2.wav,B2,B,2,finger,detune,2
detune/B2/detuned_B2_p_1.wav,detuned_B2_p_1.wav,B2,B,2,pick,detune,1
detune/B2/detuned_B2_p_2.wav,detuned_B2_p_2.wav,B2,B,2,pick,detune,2
